	name	tla	home_helmet	home_logo	home_shirt	home_sleeve	home_pants	home_stripe	home_socks1	home_socks2	away_helmet	away_logo	away_shirt	away_sleeve	away_pants	away_stripe	away_socks1	away_socks2	alt_helmet	alt_logo	alt_shirt	alt_sleeve	alt_pants	alt_stripe	alt_socks1	alt_socks2	rush_helmet	rush_logo	rush_shirt	rush_sleeve	rush_pants	rush_stripe	rush_socks1	rush_socks2	roof	rainfall	snowfall	endzone
164	Central Arkansas	CAR	$CCCCCC	$0000e0	$0000e0	$0000e0	$0000e0	$0000e0	$0000e0	$0000e0	$dfdfdf	$0000e0	$ffffff	$ffffff	$dfdfdf	$0000e0	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$B4B4B4
165	Eastern Kentucky	EKY	$e00000	$e00000	$e00000	$e00000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$e00000	$ffffff	$ffffff	$dfdfdf	$e00000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$C81818
166	Jacksonville State	JVS	$ffa800	$ffffff	$ffa800	$ffa800	$ffffff	$000000	$ffffff	$ffffff	$ffa800	$ffffff	$ffffff	$ffffff	$ffa800	$ffffff	$ffa800	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$E79018
167	Kennesaw State	KSW	$ffd799	$996666	$996666	$ffd799	$996666	$ffffff	$996666	$996666	$ffd799	$996666	$ffffff	$ffffff	$ffd799	$ffd799	$dfdfdf	$efefef	$ffd799	$996666	$ffd799	$ffd799	$ffffff	$ffffff	$ffffff	$ffffff	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$E7BF81
168	North Alabama	NAL	$000066	$000066	$000066	$000066	$ffff00	$ffffff	$ffff00	$ffff00	$dfdfdf	$000066	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$18184E
169	Cal Poly	SLO	$333333	$ffff00	$333333	$333333	$ffff00	$333333	$ffff00	$ffff00	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	8	0	$1B1B1B
170	Eastern Washington	EWA	$ffa800	$000000	$ffa800	$ffa800	$ffffff	$000000	$ffffff	$ffffff	$ffa800	$000000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$dfdfdf	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	3	$E79018
171	Idaho	ID.	$ffff00	$000000	$000000	$000000	$cccccc	$000000	$cccccc	$cccccc	$ffff00	$000000	$ffffff	$ffff00	$ffffff	$ffffff	$999999	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	28	5	$E7E718
172	Idaho State	IDS	$ffff00	$333333	$333333	$333333	$ffff00	$333333	$ffff00	$ffff00	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	28	5	$E7E718
173	Montana	MT.	$f00000	$f00000	$f00000	$f00000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$f00000	$ffffff	$ffffff	$dfdfdf	$f00000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$D81818
174	Montana State	MTS	$ffff00	$600060	$600060	$600060	$ffff00	$ffffff	$ffff00	$ffff00	$ffff00	$600060	$ffffff	$ffff00	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$E7E718
175	Northern Arizona	NAZ	$0000cc	$ffd799	$0000cc	$0000cc	$0000cc	$ffd799	$0000cc	$0000cc	$0000cc	$ffd799	$ffffff	$ffffff	$dfdfdf	$0000cc	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	13	0	$1818B4
176	Northern Colorado	NCO	$ffff00	$996699	$996699	$996699	$ffff00	$ffff00	$996699	$000033	$996699	$ffff00	$ffffff	$996699	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	17	0	$E7E718
177	Portland State	P.S	$00cc00	$ffffff	$00cc00	$00cc00	$999999	$ffffff	$999999	$999999	$00cc00	$ffffff	$ffffff	$ffffff	$dfdfdf	$00cc00	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	50	0	$18B418
178	Sacramento State	SAC	$009900	$ffffff	$009900	$009900	$ffffff	$ffffff	$ffffff	$ffffff	$009900	$ffffff	$ffffff	$ffffff	$dfdfdf	$009900	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	10	0	$188118
179	UC Davis	C.D	$ffff99	$800080	$800080	$800080	$800080	$ffffff	$800080	$800080	$ffff99	$800080	$ffffff	$ffffff	$800080	$800080	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	10	0	$E7E781
180	Weber State	OGD	$0000ff	$cccccc	$cccccc	$cccccc	$0000ff	$333333	$cccccc	$cccccc	$0000ff	$cccccc	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$1818E7
181	Bryant	RIB	$ffff00	$333333	$333333	$333333	$ffff00	$ffff00	$ffff00	$ffff00	$ffff00	$ffff00	$ffffff	$ffffff	$333333	$333333	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$E7E718
182	Campbell	NCB	$ffffff	$000000	$ffff00	$ffff00	$ffff00	$000000	$ffff00	$ffff00	$ffffff	$000000	$ffffff	$000000	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$181818
183	Charleston Southern	CHS	$660066	$ffffff	$660066	$660066	$660066	$660066	$330033	$550055	$ffffff	$660066	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$4E184E
184	Gardner-Webb	NGW	$666666	$ffa800	$ffa800	$ffa800	$ffffff	$ffa800	$ffffff	$ffffff	$666666	$ffa800	$ffffff	$666666	$ffffff	$ffffff	$dfdfdf	$efefef	$666666	$ffa800	$666666	$ffa800	$666666	$666666	$333333	$555555	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$4E4E4E
185	NC A&T	NCA	$00cccc	$ffa800	$00cccc	$00cccc	$00cccc	$00cccc	$00cccc	$ffa800	$00cccc	$ffa800	$ffffff	$ffa800	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$18B4B4
186	Robert Morris	PRM	$666666	$000080	$666666	$000080	$666666	$800000	$666666	$666666	$666666	$000080	$ffffff	$000080	$ffffff	$ffffff	$dfdfdf	$efefef	$000080	$800000	$000080	$000080	$000080	$000080	$300033	$400044	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	27	$4E4E4E
187	Albany	ABY	$ffa800	$000033	$000033	$000033	$ffa800	$ffffff	$ffa800	$ffa800	$ffa800	$000033	$ffa800	$ffa800	$000033	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	35	0	$E79018
188	Delaware	DE.	$009999	$ffd700	$009999	$009999	$009999	$ffd700	$009999	$009999	$009999	$ffd700	$ffffff	$ffffff	$009999	$009999	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$188181
189	Elon	NCE	$ffff00	$e00000	$e00000	$ffff00	$ffff00	$ffff00	$eeee00	$dddd00	$ffff00	$ffff00	$ffffff	$e00000	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$E7E718
190	Hampton	HAM	$ffffff	$000066	$000066	$000066	$000066	$ffffff	$000066	$000066	$ffffff	$000066	$ffffff	$ffffff	$000066	$000066	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	1	$18184E
191	Maine	ME.	$99ccff	$000066	$99ccff	$99ccff	$99ccff	$000066	$99ccff	$99ccff	$99ccff	$000066	$ffffff	$ffffff	$dfdfdf	$99ccff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	42	0	$81B4E7
192	New Hampshire	NH.	$ffd799	$000099	$000099	$ffd799	$ffffff	$ffffff	$ffffff	$ffffff	$ffd799	$000099	$ffffff	$000099	$000099	$000099	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$E7BF81
193	Rhode Island	RI.	$99ccff	$999999	$99ccff	$99ccff	$99ccff	$999999	$999999	$999999	$99ccff	$999999	$ffffff	$999999	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$81B4E7
194	Richmond	RIC	$009999	$e00000	$e00000	$e00000	$009999	$e00000	$009999	$009999	$009999	$e00000	$ffffff	$009999	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	4	$188181
195	Stony Brook	STB	$800000	$800000	$800000	$800000	$ffffff	$800000	$dfdfdf	$efefef	$dfdfdf	$dfdfdf	$ffffff	$ffffff	$dfdfdf	$dfdfdf	$efefef	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$681818
196	Towson	TOW	$333333	$ffff00	$333333	$ffff00	$333333	$333333	$333333	$333333	$333333	$ffff00	$ffffff	$ffffff	$333333	$333333	$333333	$333333	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$1B1B1B
197	Villanova	PHC	$2f54a5	$66ccff	$2f54a5	$2f54a5	$66ccff	$2f54a5	$dfdfdf	$efefef	$2f54a5	$66ccff	$ffffff	$ffffff	$2f54a5	$2f54a5	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$183C8D
198	William & Mary	W.M	$ffff00	$009900	$009900	$009900	$ffff00	$ffff00	$D0D0C0	$009900	$ffff00	$009900	$ffffff	$009900	$ffff00	$009900	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	1	$E7E718
199	Brown	PRO	$c0c0c0	$660000	$660000	$ff0000	$c0c0c0	$ff0000	$c0c0c0	$c0c0c0	$000000	$000000	$000000	$ffffff	$000000	$000000	$000000	$000000	$c0c0c0	$660000	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$A8A8A8
200	Columbia	MAN	$ffffff	$99ccff	$99ccff	$99ccff	$ffffff	$99ccff	$dfdfdf	$efefef	$ffffff	$99ccff	$ffffff	$ffffff	$99ccff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$81B4E7
201	Cornell	ITH	$ff0000	$ffffff	$ff0000	$ff0000	$ffffff	$ff0000	$333333	$333333	$ff0000	$ffffff	$ffffff	$ffffff	$ffffff	$ff0000	$ff0000	$e00000	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	44	0	$E71818
202	Dartmouth	HAN	$ffffff	$009900	$009900	$009900	$ffffff	$009900	$dfdfdf	$efefef	$ffffff	$009900	$ffffff	$ffffff	$ffffff	$009900	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	0	$188118
203	Harvard	CAM	$ff0000	$ffffff	$ff0000	$ff0000	$c0c099	$c0c099	$dfdfdf	$efefef	$ff0000	$ffffff	$ffffff	$ff0000	$ff0000	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	36	0	$E71818
204	Penn	PA.	$000099	$c00000	$000099	$c00000	$ffffff	$ffffff	$dfdfdf	$efefef	$000099	$c00000	$ffffff	$ffffff	$000099	$000099	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	0	$181881
205	Princeton	NJP	$ffff00	$000000	$000000	$ffff00	$000000	$ffff00	$000000	$000000	$ffff00	$000000	$ffffff	$ffff00	$000000	$ffff00	$000000	$000000	$ffff00	$000000	$ffffff	$ffff00	$ffffff	$ffff00	$dfdfdf	$efefef	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$E7E718
206	Yale	NHV	$ffffff	$000066	$000066	$000066	$ffffff	$ffffff	$000066	$000066	$ffffff	$000066	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$18184E
207	Delaware State	DES	$ffffff	$0000ff	$ff3366	$ff3366	$ffffff	$ffffff	$ff3366	$ff3366	$ffffff	$0000ff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$1818E7
208	Howard	WDC	$c0c0c0	$666699	$666699	$666699	$666699	$666699	$666699	$666699	$dfdfdf	$666699	$ffffff	$666699	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$A8A8A8
209	Morgan State	BMS	$000099	$ffa800	$ffa800	$ffa800	$ffffff	$ffffff	$dfdfdf	$efefef	$000099	$ffa800	$ffffff	$ffffff	$ffa800	$ffa800	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$181881
210	Norfolk State	NFS	$336633	$ffd700	$336633	$ffd700	$336633	$336633	$336633	$336633	$336633	$ffd700	$ffffff	$336633	$ffd700	$ffd700	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	1	$1B4E1B
211	NC Central	NCC	$c00000	$ffffff	$c00000	$c00000	$ffffff	$ffffff	$dfdfdf	$efefef	$c00000	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$A81818
212	South Carolina State	SCS	$ffffff	$ffffff	$ff0000	$ff0000	$ff0000	$000099	$ff0000	$ff0000	$ffffff	$ff0000	$ffffff	$ffffff	$ff0000	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$E7E7E7
213	Illinois State	ILS	$ffffff	$990000	$990000	$990000	$990000	$990000	$990000	$990000	$ffffff	$990000	$ffffff	$ffffff	$990000	$990000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	34	0	$811818
214	Indiana State	INS	$ffffff	$000066	$000066	$000066	$000066	$000066	$dfdfdf	$efefef	$ffffff	$000066	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$18184E
215	Missouri State	MOS	$c00000	$ffffff	$c00000	$c00000	$c00000	$c00000	$c00000	$c00000	$ffffff	$c00000	$ffffff	$ffffff	$ffffff	$c00000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$A81818
216	North Dakota	ND.	$00cc00	$00cc00	$00cc00	$00cc00	$ffffff	$ffffff	$dfdfdf	$efefef	$00cc00	$00cc00	$ffffff	$ffffff	$ffffff	$ffffff	$303030	$dfdfdf	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	24	0	$18B418
217	North Dakota State	NDS	$ffd799	$00cc00	$00cc00	$00cc00	$ffd799	$00cc00	$dfdfdf	$efefef	$00cc00	$ffd799	$ffd799	$ffd799	$00cc00	$00cc00	$dfdfdf	$efefef	$00cc00	$ffd799	$ffffff	$00cc00	$00cc00	$00cc00	$dfdfdf	$efefef	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	24	0	$E7BF81
218	Northern Iowa	NIA	$0000c0	$ffff00	$0000c0	$0000c0	$ffffff	$0000c0	$dfdfdf	$efefef	$000000	$ffff00	$ffffff	$000000	$000000	$0000cc	$000000	$000000	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	25	0	$1818A8
219	South Dakota	SD.	$990000	$990000	$990000	$990000	$ffffff	$ffffff	$dfdfdf	$efefef	$ffffff	$ff0000	$ffffff	$ffffff	$ffffff	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	24	0	$811818
220	South Dakota State	SDS	$000099	$ffd799	$000099	$ffd799	$ffffff	$ffffff	$dfdfdf	$efefef	$000099	$ffd799	$ffffff	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$181881
221	Southern Illinois	SIL	$660000	$660000	$660000	$000000	$660000	$660000	$660000	$660000	$660000	$ffffff	$ffffff	$660000	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$4E1818
222	Western Illinois	WIL	$ffffff	$000099	$000099	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$ffffff	$000099	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$181881
223	Youngstown State	YOU	$990000	$ffffff	$990000	$990000	$ffffff	$ffffff	$dfdfdf	$efefef	$990000	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	0	$811818
224	Central Connecticut	CCT	$ffffff	$0000ff	$0000ff	$999999	$0000ff	$999999	$dfdfdf	$efefef	$ffffff	$0000ff	$ffffff	$0000ff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$1818E7
225	Duquesne	PID	$ffffff	$990000	$990000	$990000	$990000	$990000	$dfdfdf	$efefef	$ffffff	$ff0000	$ffffff	$ffffff	$ff0000	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	27	$811818
226	LIU	L.I	$ffff00	$0000ff	$0000ff	$0000ff	$0000ff	$ffff00	$0000ff	$0000ff	$ffff00	$0000ff	$ffffff	$ffffff	$dfdfdf	$66ccff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$E7E718
227	Merrimack	AND	$0000cc	$ffff00	$ffff00	$0000cc	$0000cc	$0000cc	$0000cc	$0000cc	$ffffff	$ffd700	$ffffff	$ffffff	$dfdfdf	$ffd700	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$1818B4
228	Sacred Heart	FAI	$ffffff	$ff0000	$ff0000	$ffffff	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$ff0000	$ffffff	$ff0000	$dfdfdf	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$E71818
229	Saint Francis (PA)	JOH	$333333	$ffffff	$ff0000	$ff0000	$000000	$ff0000	$dfdfdf	$efefef	$ff0000	$ffffff	$ffffff	$ff0000	$000000	$999999	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	35	0	$1B1B1B
230	Stonehill	BRO	$333399	$333399	$333399	$333399	$ffffff	$ffffff	$dfdfdf	$efefef	$dfdfdf	$333399	$ffffff	$ffffff	$dfdfdf	$333399	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	34	0	$1B1B81
231	Wagner	S.I	$33664C	$33664C	$33664C	$33664C	$ffffff	$ffffff	$dfdfdf	$efefef	$33664C	$33664C	$ffffff	$ffffff	$dfdfdf	$33664C	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$1B4E34
